ID,age,years_of_schooling,disable_person,gender,marital_status,in_house_position,education_level,region,area,house_owned_status,monthly_rent_payment,bedrooms,bathrooms,condition_roof,condition_floor,condition_walls,material_outside_wall,floor_material,roof_material,water_provision,electricity,toilet,cooking_energy,rubbish_disposal,Household_level_identifier,household_size,males_younger_12,males_older_12,female_younger_12,female_older_12,children_0_to_19,adult_below_65,adult_above_65,edu_male_head_years,edu_female_head_years,edu_avg_above_18,refrigerator,no_of_tablets,computer,television,mobilephone,no_of_mobile_phone,overcrowding,dependency,Target
ID_336c51386,19.0,11.0,0.0,2.0,7.0,12.0,0.0,1.0,1.0,3.0,90000.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,6893e65ca,4.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0,10,17.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3,4.0
ID_c51938edf,50.0,10.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,90000.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,6893e65ca,4.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0,10,17.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3,4.0
ID_35b66f7c6,22.0,12.0,0.0,2.0,3.0,2.0,13.0,1.0,1.0,3.0,215000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,d29058053,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,15,0,13.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_74a2bc523,26.0,15.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,3.0,215000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,d29058053,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,15,0,13.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_15d393ce7,69.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,150000.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,ec0e8edce,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4,0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,8,4.0
ID_a0bff0ba7,66.0,16.0,0.0,2.0,3.0,2.0,8.0,1.0,1.0,3.0,150000.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,ec0e8edce,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4,0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,8,4.0
ID_848b0fdf1,41.0,6.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,100000.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3e16fab89,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,6,0,10.333333,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0,4.0
ID_298d857e5,20.0,13.0,0.0,1.0,5.0,3.0,8.0,1.0,1.0,3.0,100000.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3e16fab89,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,6,0,10.333333,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0,4.0
ID_1d5bf8ddf,40.0,12.0,0.0,2.0,3.0,2.0,13.0,1.0,1.0,3.0,100000.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3e16fab89,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,6,0,10.333333,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0,4.0
ID_e5cdba865,44.0,15.0,0.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,150000.0,2.0,3.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,1e84a2ac8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15,0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0,4.0
ID_e18530139,69.0,6.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,120000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,759df0194,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,6,0,6.666666499999999,1.0,1.0,0.0,1.0,1.0,3.0,1.5,.5,4.0
ID_cba035c44,62.0,6.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,120000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,759df0194,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,6,0,6.666666499999999,1.0,1.0,0.0,1.0,1.0,3.0,1.5,.5,4.0
ID_b6c1c7e65,33.0,8.0,0.0,1.0,7.0,3.0,4.0,1.0,1.0,3.0,120000.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,759df0194,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,6,0,6.666666499999999,1.0,1.0,0.0,1.0,1.0,3.0,1.5,.5,4.0
ID_96b1fbc81,35.0,8.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,100000.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,f2fcf00fd,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8,0,9.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_422226730,28.0,11.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,100000.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,f2fcf00fd,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8,0,9.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_e24d9c3c9,28.0,1.0,0.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,150000.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,cb6bb28dd,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,11,0,5.25,1.0,0.0,0.0,0.0,1.0,3.0,1.6666666,.25,4.0
ID_be1c0c929,56.0,11.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,150000.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,cb6bb28dd,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,11,0,5.25,1.0,0.0,0.0,0.0,1.0,3.0,1.6666666,.25,4.0
ID_18ffaadc6,30.0,6.0,0.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,150000.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,cb6bb28dd,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,11,0,5.25,1.0,0.0,0.0,0.0,1.0,3.0,1.6666666,.25,4.0
ID_beb36ce09,19.0,0.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,150000.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,cb6bb28dd,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,11,0,5.25,1.0,0.0,0.0,0.0,1.0,3.0,1.6666666,.25,4.0
ID_57b05a403,52.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,150000.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,cb6bb28dd,5.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,11,0,5.25,1.0,0.0,0.0,0.0,1.0,3.0,1.6666666,.25,4.0
ID_01f1e94b3,36.0,6.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,80000.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,cbf24a06c,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,8,0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_0f01e18e9,15.0,8.0,0.0,1.0,7.0,3.0,4.0,1.0,1.0,3.0,80000.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,cbf24a06c,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,8,0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_e73a7a162,37.0,8.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,80000.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,1.0,cbf24a06c,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,8,0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_488b8ac27,44.0,9.0,0.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,90000.0,2.0,3.0,3.0,3.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,3.0,1.0,922a1f87a,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,9,11.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_1f68e9b45,24.0,13.0,0.0,1.0,7.0,3.0,8.0,1.0,1.0,3.0,90000.0,2.0,3.0,3.0,3.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,3.0,1.0,922a1f87a,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,9,11.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0,4.0
ID_e3869ade2,15.0,8.0,0.0,1.0,7.0,6.0,4.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,a57a1f2f4,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0,15,15.5,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2,4.0
ID_451a7e35a,76.0,15.0,0.0,2.0,6.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,a57a1f2f4,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0,15,15.5,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2,4.0
ID_cf3c3d7ec,44.0,16.0,0.0,1.0,4.0,3.0,8.0,1.0,1.0,1.0,150000.0,3.0,5.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,a57a1f2f4,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0,15,15.5,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2,4.0
ID_feda408ee,69.0,17.0,0.0,1.0,4.0,1.0,8.0,1.0,1.0,1.0,150000.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,9b084b23d,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,17,0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8,4.0
ID_4dd2eaeba,94.0,3.0,1.0,2.0,6.0,7.0,2.0,1.0,1.0,1.0,150000.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,9b084b23d,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,17,0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8,4.0
ID_34d68201f,45.0,16.0,0.0,2.0,3.0,2.0,8.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6ddd55b3e,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,11,0,13.5,1.0,1.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_839160e1d,8.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6ddd55b3e,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,11,0,13.5,1.0,1.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_340865cda,48.0,11.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,150000.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6ddd55b3e,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,11,0,13.5,1.0,1.0,0.0,0.0,1.0,2.0,1.5,.5,4.0
ID_eb1d477b3,8.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,120000.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,652a7ffa0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,11,0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1,2.0
ID_1edc6734e,44.0,11.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,120000.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,652a7ffa0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,11,0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1,2.0
ID_68cdfd374,14.0,8.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,3.0,120000.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,652a7ffa0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,11,0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1,2.0
ID_be0fdb30f,42.0,11.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,120000.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,652a7ffa0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,11,0,11.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1,2.0
ID_88d6dc9be,13.0,6.0,0.0,1.0,7.0,3.0,3.0,1.0,1.0,3.0,168000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b9d64d752,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0,7,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,4.0
ID_e2d67d5bb,10.0,2.0,0.0,1.0,7.0,3.0,2.0,1.0,1.0,3.0,168000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b9d64d752,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0,7,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,4.0
ID_39794350a,37.0,7.0,0.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,168000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b9d64d752,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0,7,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,4.0
ID_91fc6ef60,36.0,11.0,0.0,2.0,5.0,12.0,0.0,1.0,1.0,3.0,168000.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,b9d64d752,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0,7,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3333334,1,4.0
ID_a0fb0a5c4,71.0,7.0,0.0,1.0,7.0,1.0,4.0,1.0,1.0,3.0,40000.0,1.0,0.0,3.0,3.0,3.0,5.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,09a26c158,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2.0
ID_b00eafd98,30.0,14.0,0.0,2.0,2.0,1.0,8.0,1.0,1.0,3.0,155000.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e2f9717d3,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,14,10.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0,4.0
ID_332252b98,29.0,6.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,155000.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,e2f9717d3,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,14,10.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0,4.0
ID_1db0ed392,55.0,14.0,0.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,65d20b573,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,14,13.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,.5,4.0
ID_c70e4a951,70.0,11.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,65d20b573,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,14,13.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,.5,4.0
ID_f1a8c2996,26.0,14.0,0.0,1.0,7.0,3.0,8.0,1.0,1.0,1.0,150000.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,65d20b573,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0,14,13.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,.5,4.0
ID_6e9d356d7,71.0,9.0,0.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,90000.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,d9281c805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,9,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.33333334,8,2.0
ID_5a72ab074,30.0,9.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,200000.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5f7699c70,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,.66666669,4.0
ID_18e808ee5,11.0,5.0,0.0,1.0,7.0,3.0,2.0,1.0,1.0,3.0,200000.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5f7699c70,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,.66666669,4.0
ID_bd34e0c6a,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,200000.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5f7699c70,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,.66666669,4.0
ID_b8802d92d,29.0,9.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,200000.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5f7699c70,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,.66666669,4.0
ID_5cba5f4d4,60.0,9.0,0.0,2.0,7.0,7.0,4.0,1.0,1.0,3.0,200000.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5f7699c70,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,9,0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,.66666669,4.0
